n12917054,佛州通过新选举法 限制邮寄投票和投递箱
n13723638,【远见快评】放松监管 要刹车？更可怕的来了
n13723618,【方菲访谈】任松林：从清零运动看中共本质  
n13723733,橙县选民登记官介绍2022年初选情况
n13723681,民调：美中期选举 年轻选民或现高投票率
n13723778,白宫拟放宽签证限制 吸引俄科技人才赴美
n13723875,纽约州议会激进改革司法 检察官更难送罪犯坐牢
n13723832,法官裁定 国会与州参议会初选改为8月23日
n13723660,【新闻看点】北京封控悄升级 传复旦校友饿死
n13723991,获风电企业高额捐款 美国环保团体遭质疑
n13723664,【横河观点】中共放松大公司监管 清零还坚持吗？
n13724128,拜登和墨西哥总统通话 聚焦非法移民和供应链
n13724250,美第二大水库干涸 引发近600万人水电危机
n13724333,东航空难调查 业界人士：应关注人为因素
n13724211,【菁英论坛】中共防疫如内战 西方看清中国模式
n13723972,组图：美军于卡森堡进行标枪导弹射击演习
n13724461,中共官员曾提出在闭门会议上向美方介绍疫情
n13710322,美国航母有三大优势 中共反舰武器望尘莫及
n13724334,【新闻看点】上海政治“清零”企业主怒怼当局
n13724678,佩洛西率代表团突访基辅 会见泽连斯基
n13724802,防海外资产被美制裁 传中共高层紧急开会
n13724892,美籍华人飞往北京纪实：曲折经历 前所未有
n13724976,美军新核潜艇下水测试  使用数十项新技术
n13724953,美众院前议长：共和党或夺回70个众院席位
n13723598,【思想领袖】癌症增加表明疫苗改变免疫反应
n13725214,市议员马泰：市府喊停华埠格兰街游民所项目
n13725212,市长吁州议会通过立法 将空置酒店转经济住房
n13725544,佩洛西会晤波兰总统 讨论支持乌克兰
n13725683,美日加强尖端半导体合作 防技术泄漏给中共
n13725685,专家析“大白”喷雾消杀：政治摆拍 危害人体
n13725655,美FDA拒批准三种在中国测试的癌症药物
n13717062,【时事人物】亦庄亦谐话普京
n13725722,美中期选举竞选广告 批评中共成热门话题
n13725728,中共如何放大俄罗斯宣传 美国务院详解
n13725525,【名家专栏】保卫美国西部边界 防中共势力侵蚀
n13725760,MyPillow公司CEO重登推特后再被封杀
n13725682,美中期选举明天首场初选 俄亥俄州谁将胜出？
n13725611,【秦鹏直播】不许唱空中国？知名分析师被封杀
n13725813,【远见快评】上海清零习受挫？ 活人送火葬场太惊悚
n13725763,波士顿拒批悬挂基督教旗 最高法院裁定其违宪
n13725757,民调：中期选举民主党前景黯淡 优势区恐翻转
n13725969,纽约市长喊停格兰街游民所 市议员马泰证实
n13725962,州众议会选区重划也被控违宪 初选再生变数
n13725947,持续援助乌克兰 美军武器库存面临短缺压力
n13725816,【新闻看点】上海小镇围攻警察 上钢新村闹翻天
n13726081,【军事热点】美空军精确制导炸弹成功击沉军舰
n13726188,中国生物学家海外窃密被判有罪 案涉中共政府
n13726182,拜登周二前往洛马工厂 促标枪导弹生产
n13726326,最高法院将取消堕胎权？美两党反应两极
n13726380,美首席大法官确认推翻堕胎权草案 谴责泄密
n13726382,美中期选举登场 两州初选五大看点一文看懂
n13726349,拒中共审查渗透 美高校师生吁从中国撤资
n13726408,美发布新规 允许到期或过期工作许可延期
n13726311,中期选举 俄亥俄州共和党参议员竞争激烈
n13726430,吁结束对台战略模糊 前美防官：要有个计划
n13726424,美证监会调查滴滴公司44亿美元IPO
n13726270,博明：北京暗中支持普京 必须追究责任
n13726477,莱特希泽：保留对华关税 保留对中共施压
n13726415,堕胎案审议意见遭泄密 威胁美最高院公信力
n13726378,“罗诉韦德案”前世今生 主人公最后大反转
n13726490,【秦鹏直播】马某令股市蒸发300亿 央视整马云？
n13726317,【微视频】上海宣布部分“清零” 孙春兰返京
n13726542,【更新】美中期选举 两州初选开票结果
n13726578,蒂姆·瑞恩赢得俄亥俄州民主党参议院初选
n13726613,获川普支持 万斯赢得俄亥俄共和党参议院初选
n13726564,美国又一州签署反堕胎法 可起诉堕胎服务者
n13726686,霍楚选择国会议员德尔加多 担任副州长
n13726715,UN专员访华前 人权组织呼吁对中共人权恶况表态
n13726877,美空军部长：中共正积极加强军备 以称霸世界
n13726396,【新闻看点】马云躺枪阿里受重创 央视搅浑水？
n13726525,【横河观点】最高法院重大泄密 为何引全美讨论
n13726977,新一轮对俄制裁 欧盟提案实行石油禁运
n13727098,北约副秘书长：俄乌战争或持续数年 须长期准备
n13727090,消息：美计划对海康威视实施人权相关制裁
n13727223,布林肯：中共是新闻自由的最大威胁
n13727233,澳媒：中共扩大资本管制 中国人投资移民难
n13727237,美联储宣布加息两码 22年来最大一次升息
n13727289,专家敦促停止美退休金投资中共党国
n13727234,拜登签行政令和国安备忘录 推进量子技术
n13727330,美国塑料废品回收率降至约5%
n13727348,【秦鹏直播】特斯拉上海传扩厂 马斯克被英传唤
n13727395,挺堕胎抗议者“掷石块瓶子”致警官受伤
n13727354,【远见快评】赵立坚尴尬对美示好 中共大变脸？
n13727219,罗诉韦德案判决若被推翻 对美国有何影响？
n13727400,洛县警长候选人访谈：尊重执法 保护社区
n13723614,【思想领袖】科尔：恐惧才是真正大流行病
n13727292,布林肯对华演讲抢先看 定位中共是美主要威胁
n13727324,科罗拉多共和党州长候选人：将签署堕胎禁令
n13727495,拜登本周将会晤G7领导人 讨论进一步对俄制裁
n13727517,瑞典外长：申请加入北约期间将得到美国支持
n13727536,美英商讨印太战略 中共规避制裁措施无解
n13727183,【新闻看点】防疫标准转变 党在上海玩够了？
n13727554,霍楚选德尔加多为副手 恐让民主党失去国会多数
n13727540,堕胎权生变 纽约老对手再起纷争
n13727583,民调：纽约人最关心治安 不满意亚当斯
n13727989,美核指挥官：需警惕面临的中俄核威慑危机
n13728069,美向乌提供情报助击毙俄将领？白宫辟谣
n13728056,民主党迫参院下周投票 为罗诉韦德案立法
n13727958,【微视频】美联储大加息 北京高层大分裂
n13728037,两党议员质疑假信息委员会 20共和党州促解散
n13728137,普萨基将离职 拜登任命首位非裔女白宫发言人
n13728250,【横河观点】解读政治局常委会议 清零缺自信？
n13728189,马斯克吁调查欲向广告商施压的极左团体
n13728243,【秦鹏直播】习打响领袖保卫战 胡编吓傻忙删帖
n13728283,2022年加州初选介绍（4）：州众议员和州参议员
n13728290,女州长候选人访谈：改变加州轨迹 放眼七代
n13728266,最高院意见草案遭泄 首席大法官：令人震惊
n13728063,【新闻看点】习开会再喊清零 胡编妄议中央？
n13728437,“亚潮萌”好意办政见论坛 反被贴标签
n13728206,F-22猛禽升级版概念图曝光 泄露三大新能力
n13728740,【新闻大家谈】美延迟对台军售 对台海有何影响
n13728849,俄军舰被击沉 五角大楼否认向乌提供定位信息
n13728922,在中国收到邮件 会经历多少麻烦事？
n13728959,重申对台立场 美国防部罕见纠正北京通告
n13729015,【唐瑞讲故事】长发姑娘
n13729030,【远见快评 】遭空前逼宫？习近平罕见放狠话
n13729028,法官裁定乔州女议员可参加选举 争取连任
n13729024,【秦鹏直播】俄深陷乌克兰 布林肯对华政策曝光
n13728979,助佛州人对抗价格飙升 州长签巨额减税法案
n13729027,大法官托马斯：最高法院不能成为可胁迫机构
n13728936,韩国入北约网络中心 胡锡进发推引韩国人愤怒
n13729145,加州女州长候选人丰采人生
n13729146,传美官员抵京协商审计争议 美监委会：假的
n13728995,【方菲访谈】大雄：用艺术记录时代 为民众发声
n13729217,美副部长：俄乌战造成武器弹药的空前需求
n13729241,FCBA首席顾问杜彼得入选纽约百大亚裔
n13729239,纽约州长初选 库默意外成选战焦点
n13729227,纽约治安恶化 市长批评法官纵放坏人
n13729009,海康威视被指触犯人权 专家：美拟升级制裁
n13729051,【新闻看点】铁拳砸醒上海人 苦难的中国故事
n13729373,美国务院：朝鲜可能在本月进行核试验
n13729569,澳洲和所罗门外长会晤 中所安全协议是焦点
n13729701,中共连续正面报导乌克兰 疑似向美国示弱
n13729571,警告中共勿侵台 美议员：全球挺台将胜过挺乌
n13729742,卢比奥提法案 拟加速向台湾军售
n13729513,【十字路口】七常委闭门斗争？中南海陷4困境
n13729847,【菁英论坛】影艺体大咖如何找到人和神的联系
n13729885,2022年加州初选介绍（5）：国会众议员
n13729735,CIA局长：俄乌战促美欧团结 令北京不安
n13723021,中共在南海东海部署J-20 仍无法对抗F-35
n13729851,秦刚接受美媒专访 新华社删除了什么
n13730219,俄乌战加清零政策 欧企加大对美国投资
n13729574,【拍案惊奇】邓的坦克碾人有理 与今日清零大业
n13730400,战火中的母亲节 美国第一夫人突访乌克兰
n13730372,堕胎权或取消 支持堕胎者激烈抗议 反对者祈祷
n13730505,G7领导人会议 宣布五项措施加强对俄孤立
n13730398,美最高法院文件泄露后 民主党力求控制州议会
n13730587,五角大楼报告详述八案例 揭中共渗透美企
n13727385,分析：台湾占地利人和 中共攻台代价巨大
n13729014,【思想领袖】如果你不知真相 如何反对暴政？
n13730788,剩下约两月 罢免贾斯康签名逾40万
n13730905,市警109分局新局长9日走马上任
n13730913,洛克希德：拟将标枪导弹产量提高一倍
n13731295,普京在胜利日演讲 西方再祭新制裁
n13731291,白宫：4800万低收入家庭将获免费高速网
n13731444,尹锡悦就职前夕北韩连发导弹 美日韩谴责
n13731487,前交银国际总经理：美中的中概股矛盾不可调和
n13731402,【微视频】老人成重灾区 上海死亡率模拟新西兰
n13731460,清华苏世民书院院长：中美关系是中共最大挑战
n13731483,拜登月底访日 日本促启动美印太经济计划
n13731520,G7联合声明 对香港特首选举严重关切
n13731534,美参院准备迅速立法 为大法官家人提供安保
n13731626,【远见快评】爆料接踵而至 习近平权力受挑战
n13731567,【秦鹏直播】红场阅兵诡异停止 中俄各唱啥戏？
n13731731,举证选举舞弊 纪录片《2000骡子》全美公映
n13731622,美国务院更新美台关系网页 删除相关叙述
n13731787,市长亚当斯召开集会 吁延长公校控制权
n13731954,美官员：俄乌冲突或可让美国腾出手对付中共
n13732069,美国务院大踩“红线” 中共和台湾各自回应
n13732150,习向共青团喊话 分析：防青年对政权造成冲击
n13732236,向未成年人提供换性手术 在阿拉巴马州为重罪
n13732239,内布拉斯加和西弗州中期选举初选 五大看点
n13732237,美参院通过法案 保护最高法院大法官直系亲属
n13732299,百名示威者在大法官阿利托家门口“守夜”
n13732396,前司法部长：大法官家外的抗议违反联邦法律
n13732380,拜登：正权衡调降对华关税 对抗高通胀
n13732487,【秦鹏直播】俄走向失败 中共驻乌前大使言论被删
n13732480,应对中共新潜艇？美派最棒驱逐舰靠近台海
n13732460,辽宁舰军演后 美导弹巡洋舰穿越台湾海峡
n13732496,【新闻看点】美更修对台关系 中共延迟被迫回应
n13732736,加州参议员推动法案 扩大洛县堕胎服务范围
n13732713,【更新】美中期选举 内布拉斯加和西弗州初选
n13732638,美更新美台关系用词 中共跳脚 美国回应
n13732763,美情报官员警告 北京正积极准备武统台湾
n13732843,【预告】美国会就中共强摘器官举行听证会
n13732860,美将军：抗中共入侵 台湾需从俄乌战汲取经验
n13732800,专家：对抗中共超限战 美国需与中国脱钩
n13732500,【横河观点】美参院立法：抗议大法官违法
n13732497,称保护女性权利 民主党提案缺关键词“妇女”
n13733212,美众院通过400亿美元法案 挺乌抗俄
n13733406,佛州州长终结迪士尼特殊地位后 又赢法律战
